Region;Subregion;Country;Indicator;Year;Source;download;Icon;Homicide filtered by Indicator;Nombre d'enregistrements;value
Americas;Caribbean;Anguilla;Homicide count;2001;NSO;;;;1;0
Americas;Caribbean;Anguilla;Homicide count;2002;NSO;;;;1;2
Americas;Caribbean;Anguilla;Homicide count;2003;NSO;;;;1;2
Americas;Caribbean;Anguilla;Homicide count;2004;NSO;;;;1;1
Americas;Caribbean;Anguilla;Homicide count;2005;SDG;;;;1;0
Americas;Caribbean;Anguilla;Homicide count;2006;SDG;;;;1;5
Americas;Caribbean;Anguilla;Homicide count;2007;NSO;;;;1;4
Americas;Caribbean;Anguilla;Homicide count;2008;NSO;;;;1;1
Americas;Caribbean;Anguilla;Homicide count;2009;PAHO;;;;1;1
Americas;Caribbean;Anguilla;Homicide count;2010;SDG;;;;1;0
Americas;Caribbean;Anguilla;Homicide count;2011;SDG;;;;1;0
Americas;Caribbean;Anguilla;Homicide count;2012;SDG;;;;1;5
Americas;Caribbean;Anguilla;Homicide count;2013;SDG;;;;1;1
Americas;Caribbean;Anguilla;Homicide count;2014;SDG;;;;1;4
Americas;Caribbean;Anguilla;Homicide rate;1990;WHO;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;1991;WHO;;;10,9;1;10,9
Americas;Caribbean;Anguilla;Homicide rate;1992;WHO;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;1993;WHO;;;10,5;1;10,5
Americas;Caribbean;Anguilla;Homicide rate;1994;WHO;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;1995;NSO;;;10,1;1;10,1
Americas;Caribbean;Anguilla;Homicide rate;1996;NSO;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;1997;NSO;;;9,6;1;9,6
Americas;Caribbean;Anguilla;Homicide rate;1998;NSO;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;1999;NSO;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;2000;NSO;;;8,9;1;8,9
Americas;Caribbean;Anguilla;Homicide rate;2001;NSO;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;2002;NSO;;;17,0;1;17
Americas;Caribbean;Anguilla;Homicide rate;2003;NSO;;;16,7;1;16,7
Americas;Caribbean;Anguilla;Homicide rate;2004;NSO;;;8,2;1;8,2
Americas;Caribbean;Anguilla;Homicide rate;2005;SDG;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;2006;SDG;;;39,5;1;39,5
Americas;Caribbean;Anguilla;Homicide rate;2007;NSO;;;31,1;1;31,1
Americas;Caribbean;Anguilla;Homicide rate;2008;NSO;;;7,7;1;7,7
Americas;Caribbean;Anguilla;Homicide rate;2009;PAHO;;;7,5;1;7,5
Americas;Caribbean;Anguilla;Homicide rate;2010;SDG;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;2011;SDG;;;0,0;1;0
Americas;Caribbean;Anguilla;Homicide rate;2012;SDG;;;36,2;1;36,2
Americas;Caribbean;Anguilla;Homicide rate;2013;SDG;;;7,2;1;7,2
Americas;Caribbean;Anguilla;Homicide rate;2014;SDG;;;28,3;1;28,3
Americas;Caribbean;Antigua and Barbuda;Homicide count;1990;MD;;;;1;1
Americas;Caribbean;Antigua and Barbuda;Homicide count;1991;MD;;;;1;3
Americas;Caribbean;Antigua and Barbuda;Homicide count;1992;MD;;;;1;2
Americas;Caribbean;Antigua and Barbuda;Homicide count;1993;MD;;;;1;4
Americas;Caribbean;Antigua and Barbuda;Homicide count;1994;MD;;;;1;5
Americas;Caribbean;Antigua and Barbuda;Homicide count;1995;MD;;;;1;7
Americas;Caribbean;Antigua and Barbuda;Homicide count;1996;PAHO;;;;1;3
Americas;Caribbean;Antigua and Barbuda;Homicide count;1997;PAHO;;;;1;1
Americas;Caribbean;Antigua and Barbuda;Homicide count;2000;OAS;;;;1;5
Americas;Caribbean;Antigua and Barbuda;Homicide count;2001;OAS;;;;1;7
Americas;Caribbean;Antigua and Barbuda;Homicide count;2002;OAS;;;;1;5
Americas;Caribbean;Antigua and Barbuda;Homicide count;2003;OAS;;;;1;5
Americas;Caribbean;Antigua and Barbuda;Homicide count;2004;OAS;;;;1;4
Americas;Caribbean;Antigua and Barbuda;Homicide count;2005;OAS;;;;1;3
Americas;Caribbean;Antigua and Barbuda;Homicide count;2006;OAS;;;;1;11
Americas;Caribbean;Antigua and Barbuda;Homicide count;2007;OAS;;;;1;17
Americas;Caribbean;Antigua and Barbuda;Homicide count;2008;OAS;;;;1;16
Americas;Caribbean;Antigua and Barbuda;Homicide count;2009;OAS;;;;1;16
Americas;Caribbean;Antigua and Barbuda;Homicide count;2010;OAS;;;;1;6
Americas;Caribbean;Antigua and Barbuda;Homicide count;2012;OAS;;;;1;10
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1990;MD;;;1,6;1;1,6
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1991;MD;;;4,7;1;4,7
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1992;MD;;;3,1;1;3,1
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1993;MD;;;6,1;1;6,1
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1994;MD;;;7,4;1;7,4
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1995;MD;;;10,2;1;10,2
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1996;PAHO;;;4,3;1;4,3
Americas;Caribbean;Antigua and Barbuda;Homicide rate;1997;PAHO;;;1,4;1;1,4
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2000;OAS;;;6,6;1;6,6
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2001;OAS;;;9,1;1;9,1
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2002;OAS;;;6,4;1;6,4
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2003;OAS;;;6,3;1;6,3
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2004;OAS;;;5,0;1;5
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2005;OAS;;;3,7;1;3,7
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2006;OAS;;;13,3;1;13,3
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2007;OAS;;;20,2;1;20,2
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2008;OAS;;;18,7;1;18,7
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2009;OAS;;;18,4;1;18,4
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2010;OAS;;;6,8;1;6,8
Americas;Caribbean;Antigua and Barbuda;Homicide rate;2012;OAS;;;11,1;1;11,1
Americas;South America;Argentina;Homicide count;2001;MoS;;;;1;3129
Americas;South America;Argentina;Homicide count;2002;MoS;;;;1;3570
Americas;South America;Argentina;Homicide count;2003;MoS;;;;1;2967
Americas;South America;Argentina;Homicide count;2004;MoS;;;;1;2338
Americas;South America;Argentina;Homicide count;2005;MoS;;;;1;2198
Americas;South America;Argentina;Homicide count;2006;MoS;;;;1;2111
Americas;South America;Argentina;Homicide count;2007;MoS;;;;1;2139
Americas;South America;Argentina;Homicide count;2008;MoS;;;;1;2371
Americas;South America;Argentina;Homicide count;2009;MoS;;;;1;2642
Americas;South America;Argentina;Homicide count;2010;MoS;;;;1;2384
Americas;South America;Argentina;Homicide count;2011;MoS;;;;1;2511
Americas;South America;Argentina;Homicide count;2012;MoS;;;;1;2648
Americas;South America;Argentina;Homicide count;2013;MoS;;;;1;3072
Americas;South America;Argentina;Homicide count;2014;MoS;;;;1;3228
Americas;South America;Argentina;Homicide count;2015;MoS;;;;1;2837
Americas;South America;Argentina;Homicide count;2016;MoS;;;;1;2625
Americas;South America;Argentina;Homicide count;2017;MoS;;;;1;2289
Americas;South America;Argentina;Homicide count;2018;MoS;;;;1;2362
Americas;South America;Argentina;Homicide rate;2001;MoS;;;8,4;1;8,4
Americas;South America;Argentina;Homicide rate;2002;MoS;;;9,5;1;9,5
Americas;South America;Argentina;Homicide rate;2003;MoS;;;7,8;1;7,8
Americas;South America;Argentina;Homicide rate;2004;MoS;;;6,1;1;6,1
Americas;South America;Argentina;Homicide rate;2005;MoS;;;5,7;1;5,7
Americas;South America;Argentina;Homicide rate;2006;MoS;;;5,4;1;5,4
Americas;South America;Argentina;Homicide rate;2007;MoS;;;5,4;1;5,4
Americas;South America;Argentina;Homicide rate;2008;MoS;;;5,9;1;5,9
Americas;South America;Argentina;Homicide rate;2009;MoS;;;6,5;1;6,5
Americas;South America;Argentina;Homicide rate;2010;MoS;;;5,8;1;5,8
Americas;South America;Argentina;Homicide rate;2011;MoS;;;6,1;1;6,1
Americas;South America;Argentina;Homicide rate;2012;MoS;;;6,3;1;6,3
Americas;South America;Argentina;Homicide rate;2013;MoS;;;7,3;1;7,3
Americas;South America;Argentina;Homicide rate;2014;MoS;;;7,6;1;7,6
Americas;South America;Argentina;Homicide rate;2015;MoS;;;6,6;1;6,6
Americas;South America;Argentina;Homicide rate;2016;MoS;;;6,0;1;6
Americas;South America;Argentina;Homicide rate;2017;MoS;;;5,2;1;5,2
Americas;South America;Argentina;Homicide rate;2018;MoS;;;5,3;1;5,3
Asia;Western Asia;Armenia;Homicide count;1990;UNSDC;;;;1;178
Asia;Western Asia;Armenia;Homicide count;1991;TransMonEE;;;;1;186
Asia;Western Asia;Armenia;Homicide count;1992;TransMonEE;;;;1;305
Asia;Western Asia;Armenia;Homicide count;1993;TransMonEE;;;;1;268
Asia;Western Asia;Armenia;Homicide count;1994;TransMonEE;;;;1;157
Asia;Western Asia;Armenia;Homicide count;1995;TransMonEE;;;;1;116
Asia;Western Asia;Armenia;Homicide count;1996;TransMonEE;;;;1;114
Asia;Western Asia;Armenia;Homicide count;1997;TransMonEE;;;;1;100
Asia;Western Asia;Armenia;Homicide count;1998;TransMonEE;;;;1;93
Asia;Western Asia;Armenia;Homicide count;1999;TransMonEE;;;;1;90
Asia;Western Asia;Armenia;Homicide count;2000;TransMonEE;;;;1;91
Asia;Western Asia;Armenia;Homicide count;2001;TransMonEE;;;;1;88
Asia;Western Asia;Armenia;Homicide count;2002;TransMonEE;;;;1;69
Asia;Western Asia;Armenia;Homicide count;2003;CTS;;;;1;76
Africa;Eastern Africa;Mauritius;Homicide count;1990;UNSDC;;;;1;20
Africa;Eastern Africa;Zambia;Homicide count;1990;UNSDC;;;;1;550
Africa;Eastern Africa;Mauritius;Homicide rate;1990;UNSDC;;;1,9;1;1,9
Africa;Eastern Africa;Zambia;Homicide rate;1990;UNSDC;;;6,8;1;6,8
Africa;Eastern Africa;Zimbabwe;Homicide count;1990;WHO;;;;1;587
Africa;Eastern Africa;Zimbabwe;Homicide rate;1990;WHO;;;5,6;1;5,6
Africa;Eastern Africa;Mauritius;Homicide count;1991;UNSDC;;;;1;29
Africa;Eastern Africa;Zambia;Homicide count;1991;UNSDC;;;;1;684
Africa;Eastern Africa;Mauritius;Homicide rate;1991;UNSDC;;;2,7;1;2,7
Africa;Eastern Africa;Zambia;Homicide rate;1991;UNSDC;;;8,3;1;8,3
Africa;Eastern Africa;Mauritius;Homicide count;1992;UNSDC;;;;1;31
Africa;Eastern Africa;Zambia;Homicide count;1992;UNSDC;;;;1;768
Africa;Eastern Africa;Mauritius;Homicide rate;1992;UNSDC;;;2,9;1;2,9
Africa;Eastern Africa;Zambia;Homicide rate;1992;UNSDC;;;9,1;1;9,1
Africa;Eastern Africa;Mauritius;Homicide count;1993;UNSDC;;;;1;21
Africa;Eastern Africa;Zambia;Homicide count;1993;UNSDC;;;;1;745
Africa;Eastern Africa;Mauritius;Homicide rate;1993;UNSDC;;;1,9;1;1,9
Africa;Eastern Africa;Zambia;Homicide rate;1993;UNSDC;;;8,6;1;8,6
Africa;Eastern Africa;Mauritius;Homicide count;1994;UNSDC;;;;1;27
Africa;Eastern Africa;Zambia;Homicide count;1994;UNSDC;;;;1;831
Africa;Eastern Africa;Mauritius;Homicide rate;1994;UNSDC;;;2,4;1;2,4
Africa;Eastern Africa;Zambia;Homicide rate;1994;UNSDC;;;9,4;1;9,4
Africa;Eastern Africa;Mauritius;Homicide count;1995;UNSDC;;;;1;25
Africa;Eastern Africa;Uganda;Homicide count;1995;UNSDC;;;;1;1710
Africa;Eastern Africa;United Republic of Tanzania;Homicide count;1995;UNSDC;;;;1;2110
Africa;Eastern Africa;Mauritius;Homicide rate;1995;UNSDC;;;2,2;1;2,2
Africa;Eastern Africa;Uganda;Homicide rate;1995;UNSDC;;;8,4;1;8,4
Africa;Eastern Africa;United Republic of Tanzania;Homicide rate;1995;UNSDC;;;7,1;1;7,1
Africa;Eastern Africa;Mauritius;Homicide count;1996;UNSDC;;;;1;34
Africa;Eastern Africa;Uganda;Homicide count;1996;UNSDC;;;;1;1806
Africa;Eastern Africa;United Republic of Tanzania;Homicide count;1996;UNSDC;;;;1;2283
Africa;Eastern Africa;Mauritius;Homicide rate;1996;UNSDC;;;3,0;1;3
Africa;Eastern Africa;Uganda;Homicide rate;1996;UNSDC;;;8,6;1;8,6
Africa;Eastern Africa;United Republic of Tanzania;Homicide rate;1996;UNSDC;;;7,5;1;7,5
Africa;Eastern Africa;Mauritius;Homicide count;1997;UNSDC;;;;1;24
Africa;Eastern Africa;Uganda;Homicide count;1997;UNSDC;;;;1;1919
Africa;Eastern Africa;United Republic of Tanzania;Homicide count;1997;UNSDC;;;;1;2355
Africa;Eastern Africa;Mauritius;Homicide rate;1997;UNSDC;;;2,1;1;2,1
Africa;Eastern Africa;Uganda;Homicide rate;1997;UNSDC;;;8,9;1;8,9
Africa;Eastern Africa;United Republic of Tanzania;Homicide rate;1997;UNSDC;;;7,5;1;7,5
Africa;Eastern Africa;Mauritius;Homicide count;1998;UNSDC;;;;1;31
Africa;Eastern Africa;Zambia;Homicide count;1998;UNSDC;;;;1;872
Africa;Eastern Africa;Mauritius;Homicide rate;1998;UNSDC;;;2,7;1;2,7
Africa;Eastern Africa;Zambia;Homicide rate;1998;UNSDC;;;8,8;1;8,8
Africa;Eastern Africa;Mauritius;Homicide count;1999;UNSDC;;;;1;23
Africa;Eastern Africa;Zambia;Homicide count;1999;UNSDC;;;;1;1072
Africa;Eastern Africa;Mauritius;Homicide rate;1999;UNSDC;;;2,0;1;2
Africa;Eastern Africa;Zambia;Homicide rate;1999;UNSDC;;;10,6;1;10,6
Africa;Eastern Africa;Malawi;Homicide count;2000;NP;;;;1;700
Africa;Eastern Africa;Malawi;Homicide rate;2000;NP;;;6,3;1;6,3
Africa;Eastern Africa;Mauritius;Homicide count;2000;UNSDC;;;;1;26
Africa;Eastern Africa;Zambia;Homicide count;2000;UNSDC;;;;1;797
Africa;Eastern Africa;Mauritius;Homicide rate;2000;UNSDC;;;2,2;1;2,2
Africa;Eastern Africa;Zambia;Homicide rate;2000;UNSDC;;;7,7;1;7,7
Africa;Eastern Africa;Malawi;Homicide count;2001;NP;;;;1;900
Africa;Eastern Africa;Malawi;Homicide rate;2001;NP;;;7,9;1;7,9
Africa;Eastern Africa;Mozambique;Homicide count;2001;WHO;;;;1;1100
Africa;Eastern Africa;Zimbabwe;Homicide count;2001;WHO;;;;1;1529
Africa;Eastern Africa;Mozambique;Homicide rate;2001;WHO;;;6,0;1;6
Africa;Eastern Africa;Zimbabwe;Homicide rate;2001;WHO;;;12,8;1;12,8
Africa;Eastern Africa;Malawi;Homicide count;2002;NP;;;;1;567
Africa;Eastern Africa;Malawi;Homicide rate;2002;NP;;;4,8;1;4,8
Africa;Eastern Africa;Mozambique;Homicide count;2002;WHO;;;;1;1040
Africa;Eastern Africa;Zimbabwe;Homicide count;2002;WHO;;;;1;1623
Africa;Eastern Africa;Mozambique;Homicide rate;2002;WHO;;;5,5;1;5,5
Africa;Eastern Africa;Zimbabwe;Homicide rate;2002;WHO;;;13,6;1;13,6
Africa;Eastern Africa;Mauritius;Homicide count;2003;CTS;;;;1;39
Africa;Eastern Africa;Uganda;Homicide count;2003;CTS;;;;1;2136
Africa;Eastern Africa;Mauritius;Homicide rate;2003;CTS;;;3,2;1;3,2
Africa;Eastern Africa;Uganda;Homicide rate;2003;CTS;;;8,2;1;8,2
Africa;Eastern Africa;United Republic of Tanzania;Homicide count;2003;Interpol;;;;1;2778
Africa;Eastern Africa;United Republic of Tanzania;Homicide rate;2003;Interpol;;;7,6;1;7,6
Africa;Eastern Africa;Malawi;Homicide count;2003;NP;;;;1;300
Africa;Eastern Africa;Malawi;Homicide rate;2003;NP;;;2,5;1;2,5
Africa;Eastern Africa;Mozambique;Homicide count;2003;WHO;;;;1;1044
Africa;Eastern Africa;Zimbabwe;Homicide count;2003;WHO;;;;1;1360
Africa;Eastern Africa;Mozambique;Homicide rate;2003;WHO;;;5,4;1;5,4
Africa;Eastern Africa;Zimbabwe;Homicide rate;2003;WHO;;;11,4;1;11,4
Africa;Eastern Africa;Kenya;Homicide count;2004;CTS;;;;1;1200
Africa;Eastern Africa;Mauritius;Homicide count;2004;CTS;;;;1;35
Africa;Eastern Africa;Uganda;Homicide count;2004;CTS;;;;1;2049
Africa;Eastern Africa;Kenya;Homicide rate;2004;CTS;;;3,4;1;3,4
Africa;Eastern Africa;Mauritius;Homicide rate;2004;CTS;;;2,9;1;2,9
Africa;Eastern Africa;Uganda;Homicide rate;2004;CTS;;;7,6;1;7,6
Africa;Eastern Africa;Seychelles;Homicide count;2004;Interpol;;;;1;10
Africa;Eastern Africa;United Republic of Tanzania;Homicide count;2004;Interpol;;;;1;2926
Africa;Eastern Africa;Seychelles;Homicide rate;2004;Interpol;;;11,4;1;11,4
Africa;Eastern Africa;United Republic of Tanzania;Homicide rate;2004;Interpol;;;7,8;1;7,8
Africa;Eastern Africa;Malawi;Homicide count;2004;NP;;;;1;411
